id,collection,contributor.author,coverage.spatial,coverage.spatial,date.issued,description,identifier.citation,identifier.uri,publisher.place.EN,publisher.place,publisher,rights,subject,subject,title
"35101","2451/33605","Deshmukh-Ranadive, Joy",,"South Asia||India","2005","""It can be said that given the fact India has seen two major initiatives towards women’s empowerment, in the guise of PRIs and micro finance, the time has now come for research to delve into unraveling the areas of overlap between the two processes. There are issues, which affect women’s lives intimately which are seen in both initiatives. A common conceptualization of empowerment should be used to gauge the extent of empowerment that has been unleashed by women’s participation in PRIs and in SHGs. It is not to suggest that necessarily there are similarities or that similarities have to found under any circumstance. The purpose of this paper has been to suggest that there already exist linkages between the two processes and the extent and scope of these linkages need further investigation. Such research will serve well to suggest policy change that will coordinate between these two processes.""","http://www.cwds.ac.in/OCPaper/WomenSelHelpGroups.pdf","http://hdl.handle.net/2451/34250",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women in development -- India||Women -- Political activity -- India||Women in development||Women -- Political activity||Microfinance||Self help","Women in self help groups and Panchayti Raj institutions: suggesting synergistic linkages"
"34798","2451/33605","Centre for Social Research",,"South Asia||India||Rajasthan||Madhya Pradesh||Uttar Pradesh","2008","""By examining both secondary sources as well as primary data, this study explored attitudes and beliefs regarding child marriage within communities across three Indian states, as well as attitudes and practices of key institutional actors such as police personnel, government departments, community workers and Panchayat members.""","http://www.csrindia.org/images/download/case-studies/Child-Marriage-Report.pdf","http://hdl.handle.net/2451/34212",,"New Delhi, India","Centre for Social Research","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Social structure||Child marriage||Laws||Child marriage -- India||Child marriage -- India -- Statistics||Teenage marriage -- India||Teenage marriage -- India -- Statistics||Teenage marriage","Research study: child marriage in India: situational analysis in three states"
"34799","2451/33605","Plan India",,"South Asia||India||Andhra Pradesh||Bihar||Rajasthan||Uttar Pradesh","2013","""The State of Girl Child  2013 report highlights the effects of disasters on adolescent girls' right to protection, survival, development and participation at the community levels. The study, undertaken in disaster prone states in Andhra Pradesh, Bihar, Rajasthan and Uttar Pradesh, aims at informing, planning, implementation, policy advocacy initiatives on adolescent girls.""","http://planindia.org/files/biaag-report-2013","http://hdl.handle.net/2451/34213",,"New Delhi, India","Plan India","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Teenage girls -- India -- Social conditions||Child disaster victims -- India -- Social conditions||Women's studies||Adolescent girls||Natural disasters||Social structure","Situation of adolescent girls in disasters: the state of the girl child in India 2013"
"34801","2451/33605","Wada Na Todo Abhiyan",,"South Asia||India","2011","""The publication is a compilation of responses from civil society organisations to the Draft Approach Paper to the 12th Five-Year Plan. It presents a detailed critique of the Approach Paper in areas such as education, gender, youth development, land issues, water and sanitation, among others.""","http://www.in.undp.org/content/dam/india/docs/equity_unaddressed_a_civil_society_response_to_the_draft_approach_paper_12th_five_year_plan.pdf","http://hdl.handle.net/2451/34214",,"New Delhi, India","Wada Na Todo Abhiyan","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Marginality, Social -- India||Gender inequality||Equality -- India||Marginality, Social||Social policy||India -- Social policy -- 21st century||Women's studies","Equity unaddressed: a civil society response to the draft approach paper 12th five year plan"
"34802","2451/33605","Pradhan, Basanta K.||Sundar, Ramamani",,"South Asia||India||Andhra Pradesh||Karnataka||Maharashtra||Manipur||Negaland||Tamil Nadu","2006","""The study on the Socio-Economic Impact of HIV and AIDS was conducted in the six high prevalence states of India. The study was aimed to assess the impact of HIV and AIDS on households and make projections at the macro and sectoral level.""","http://www.undp.org/content/dam/india/docs/gender.pdf","http://hdl.handle.net/2451/34215",,"New Delhi, India","United Nations Development Programme","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Gender and sexuality||Women's studies||Social status||Economic status||Domestic work||Sexually transmitted diseases","Gender impact of HIV and AIDS in India"
"34805","2451/33605","Parikh, Jyoti",,"South Asia||India","2007","""This paper by Jyoti Parikh provides a framework to anlayse gender and climate change concerns keeping in view the strengths and vulnerability of poor ‐ women in particular. The author also provides policy recommendations for policies and actions.""","https://www.gdnonline.org/resources/UNDP_Gender_and_Climate_Change.pdf","http://hdl.handle.net/2451/34216",,"New Delhi, India","UNDP India","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Climate change||Social issues||Social status||Gender inequality||Disaster rehabilitation||Agriculture||Environmental studies","Gender and climate change framework for analysis, policy & action"
"34809","2451/33605","Kumari, Ranjana",,"South Asia||India||Delhi||Mumbai","2010","""This report on Surrogate ―Motherhood: Ethical or Commercial‖ has six chapters including an Introduction, a Literature Review and the Conclusion. Chapter II discusses the literature available on surrogacy, both national and international documents, and also analyses surrogacy arrangements across the globe, the legal issues so far, etc. at length. Chapter III chronicles the profile and plight of the surrogate mother before and after surrogacy and aims at analysing her status in the entire motherhood process, taking into consideration each and every aspect of the surrogacy arrangement. Chapter IV looks at the Commissioning Parents and aims to give an overview of the profile of the commissioning parents, their perspectives and views regarding surrogacy arrangement in India and a detailed analysis of different factors in surrogacy. This chapter also deals with the surrogacy clinics, primarily focussing on the detailed observations of the researchers during field visits as the medical practitioners concerned were unwilling to divulge information about their modus operandi. The last chapter consists of a conclusion on the existing situation of surrogate motherhood in India and recommends formulation of a strong legal framework to address the issue of surrogacy in India.""",,"http://hdl.handle.net/2451/34217",,"Vasant Kunj","Centre for Social Research","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Motherhood||Surrogacy||Social issues||Planned parenthood||Family planning||Medical science and technology||Laws||Governmental regulation","Final report: surrogate motherhood- ethical or commercial"
"34810","2451/33605","Centre for Social Research",,"South Asia||India||Surat||Gujart","2010","""This report on Surrogate ―Motherhood: Ethical or Commercial‖ has six chapters including an introduction, a Literature Review and the Conclusion. Chapter II discusses the literature available on surrogacy both national and international documents and also analyses surrogacy arrangements across the globe, the legal issues so far, etc. at length. Chapter III chronicles the profile and plight of the surrogate mother before and after surrogacy and aims at analysing her status during the entire process taking into consideration each and every aspect of the surrogacy arrangement. Chapter IVlooks at the Commissioning Parents and aims to give an overview of the profile of the commissioning parents, their perspectives and views regarding surrogacy arrangement in India and a detailed analysis of different factors in surrogacy. This chapter also deals with the surrogacy clinics, primarily falling back on the detailed observations of the researchers during field visits as the medical practitioners concerned were unwilling to divulge information about their modus operandi. The last chapter consists of a conclusion on the existing situation of surrogate motherhood in India and recommendations for the formulation of a strong legal framework to address the issue of surrogacy in India.""","http://www.womenleadership.in/Csr/SurrogacyReport.pdf","http://hdl.handle.net/2451/34218",,"Vasant Kunj","Centre for Social Research","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Motherhood||Surrogacy||Social issues||Planned parenthood||Family planning||Medical science and technology||Laws||Governmental regulation","Surrogate motherhood- ethical or commercial"
"34811","2451/33605","UNDP India",,"South Asia||India","2010-12","""A review of UNGASS report, India MDG findings and feedback from FGD participants brings out that the last 5 to 10 years have borne witness to unprecedented achievements in improving access to HIV treatment. However, much remains to be done in order to achieve the two targeted MDGs. The NACP-III has not been effective in translating the principled commitment to gender equality within the national HIV response into reality. It overlooks the dynamics between gender disparities and HIV and needs to incorporate women’s issues within the national response to HIV. Furthermore, funds and efforts are largely focused on prevention than on care, support and treatment.""","http://www.in.undp.org/content/dam/india/docs/women_empowerment_hiv_mdg_hearing_the_voices_of_hiv_positive_women.pdf","http://hdl.handle.net/2451/34219",,"New Delhi, India","UNDP India","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||HIV/AIDS||Personal health||Sexually transmitted diseases","Women’s empowerment, HIV and the MDGs: hearing the voices of HIV positive women"
"35065","2451/33605","Pandey, Arvind||Sharma, Vishal",,"South Asia||India||Mumbai","2013-03","""In this report, we propose a people-focused agenda for Indian manufacturing companies to increase productivity of their workforce, and in turn, enhance their overall profitability. We hope that the industry would understand the importance of the proposed measures in the long term, and companies-along with the policy makers-will take the right steps toward achieving the target set by the NMP!""","http://www.bcgindia.com/documents/file130179.pdf","http://hdl.handle.net/2451/34211",,"Mumbai","Boston Consulting Group","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Economic growth||Workforce||Productivity||Manufacturing companies||Confederation of Indian Industry (CII)||Effective governance||Business practices","People productivity: key to Indian manufacturing competitiveness"
"34812","2451/33605","Sound & Picture Archives for Research on Women",,"South Asia||India||Mumbai","2007-09","""The overall assessment of the progress made this year which is a culmination of ten years of partnership with HIVOS is certainly not a negative one. Given the circumstances we brought out a major book which had been in the making for two years now and we have managed to organise successfully two major festivals with beautiful brochures and posters and invitations, we completed a digital video recording of five trans-gender women and we have brought out four newsletters that have been appreciated. We did some interesting web uploading and networking efforts. And along with all this we have been dealing with the preparation of five volumes with 87 writers from 23 languages. And what is more, we have seen some hundred buildings in various stages of construction, seen some uniquely constructed houses which boast of no light and breeze, dealt with some twenty housing agents and visited almost all the nooks and corners of the suburbs of Mumbai.""","http://www.sparrowonline.org/downloads/Annual%20Report%202013-2014.pdf","http://hdl.handle.net/2451/34220",,"Mumbai, India","SPARROW","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality studies","SPARROW Annual report: 1 April 2006 to 31 March 2007"
"34816","2451/33605","Sound & Picture Archives for Research on Women",,"South Asia||India","2009-07","""Last year we finally found a nest of our own and inaugurated it quietly for we knew that finding stability in terms of space did not mean our struggles had ended. It meant new kinds of struggles for an organisation like SPARROW is always swimming against the current.""","http://www.sparrowonline.org/downloads/Annual%20Report%202008-2009.pdf","http://hdl.handle.net/2451/34229",,"Mumbai, India","SPARROW","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality studies","SPARROW Annual report: 1 April 2008 to 31 March 2009"
"34817","2451/33605","Sound & Picture Archives for Research on Women",,"South Asia||India","2010-09","""The year 2010-2011, like most other years, had its challenges and triumphs for SPARROW, as well as for the whole country. Sad to say, women continue to be at the receiving end of harassment and violence, even murder. A number of women committed suicide due to desperation over family discord and ill treatment. There were many cases of rape and murder, including young children. SPARROW's work this year is set against this background.""","http://www.sparrowonline.org/downloads/Annual%20Report%201%20April%202010-31%20March%202011.pdf","http://hdl.handle.net/2451/34230",,"Mumbai, India","SPARROW","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality studies","SPARROW Annual report: 1 April 2010 to 31 March 2011"
"34818","2451/33605","Sound & Picture Archives for Research on Women",,"South Asia||India","2013-10","""SPARROW in its functioning all these years has been very particular about taking up projects and executing them in the best possible manner despite the usual hurdles of fund crunch and related hurdles. This year too we managed to do it for just when things began to look bad due to the withdrawal of support from the Flowering Tree Inc., we got a small two-year grant from The Global Fund for Women at the end of July 2012 that took care of part of the infrastructural expenses. While we were still struggling to cover the rest of the expenses and also continue our projects, Stichting de Zaaier, Utrecht, our eternal saviour whenever we are in distress, bailed us out with a small grant for two years after completion of their earlier project that ended in May 2012.""","http://www.sparrowonline.org/downloads/Annual%20Report%202012-2013.pdf","http://hdl.handle.net/2451/34231",,"Mumbai, India","SPARROW","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality studies","SPARROW Annual report: 1 April 2012 to 31 March 2013"
"34819","2451/33605","Solution Exchange for Gender Community",,"South Asia||India","2014-10","""When we take stock of the work done in the year there is great satisfaction that we did not allow adverse times to affect our work and have done good work. Meeting someone as humble as Chinna Pillai who changed the life of an entire village and a great scholar like S A K Durga, whose understanding and knowledge of music is admirable, meeting the folk artistes in their homes and hearing them speak about their life and meeting activists of NGOs are experiences that teach us time and again how much more needs to be done and why we need to be humble about what we are doing. The CONVERSATIONS programme has been well received and it has also earned us the friendship of our social media partners Parivadini who upload the video recording on YouTube.""","http://www.sparrowonline.org/downloads/Annual%20Report%202013-2014.pdf","http://hdl.handle.net/2451/34232",,"Mumbai, India","SPARROW","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality studies","SPARROW Annual report: 1 April 2013 to 31 March 2014"
"35077","2451/33605","Mazumdar, Indrani",,"South Asia||India","2014-04","""Banerjee and Ray’s case study of seasonal migration in West Bengal (Banerjee and Ray, 1991) presents one of the most socially grounded accounts of migration by tribal women in independent India. It is unfortunate that the study itself remained unpublished. This essay draws on some of the descriptions and observations in this seminal case study as a starting point in framing some of the principal features and characteristics of adivasi women’s migration in contemporary India. It particularly draws on the historical perspective that distinguishes this study from most of the studies on contemporary migration, and links it with other historical studies across a wider area, as well as with some of the findings regarding the nature of migratory mobility of adivasi women drawn from a recent large survey on gender and migration in India  (CWDS, 2012) and other sector based micro-studies for the contemporary period.""","http://www.cwds.ac.in/Publications/OccasionalPaper60.pdf","http://hdl.handle.net/2451/34233",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Gender and sexuality||Migration||Tribal women||Adivasi women||Gender inequality","Unfree mobility: Adivasi women's migration"
"35087","2451/33605","Roy, Anupama",,"South Asia||India","2009","""Through a study of archival material, primarily files pertaining to citizenship in the Indian Citizenship Section of the Home Ministry in the 1950s, laws, and court judgements, this paper will explore the liminal spaces of citizenship that emerged in the interregnum between the enforcement of the Citizenship provisions as contained in the Constitution of India and the enactment of the Citizenship Act of 1955. Significantly, while the concern around demarcating in precise terms the territorial boundaries of the Indian nation-state and who could claim its legal membership endured, the process of executive decisionmaking and the court decisions on citizenship ultimately show how the citizenship question at the commencement of the Republic was fraught with contests. Before one ventures into unraveling these contests, in particular, the manner in which restoration, relocation and alternatively, excision and denial of citizenship took place, it will be pertinent to discuss briefly the legal frameworks of citizenship as they obtained at the birth and early years of the Indian Republic.""","http://www.cwds.ac.in/OCPaper/occasionalpaper54.pdf","http://hdl.handle.net/2451/34234",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Citizenship -- India -- History||Citizenship||Constitution of India||Citizenship Act of 1955||Women's studies||Gender discrimination||Displacement","Sifting, selecting, relocating citizenship at the commencement of the Republic"
"35091","2451/33605","Rao, Parimala V",,"South Asia||India","2008","""This paper deals with the nationalist discourse in Maharashtra spanning over forty years. This discourse argued that educating women and non-Brahmins would amount to a loss of nationality. The nationalists, led by Bal Gangadhar Tilak during 1881-1920 consistently opposed the establishment of girls’ schools, the imparting of education to nonBrahmins, and implementing compulsory education. They were also instrumental in defeating the proposals to implement compulsory education in nine out of eleven municipalities. By demanding ‘National Education’, the nationalists sought to reshape the meaning and scope of compulsory education advocated by reformers, as their national education consisted of teaching the Dharmashastras and some technical skills. The important source for this paper is Tilak’s own writings in his paper, the Mahratta.""","http://www.cwds.ac.in/OCPaper/EducatingWomen-Parimala.pdf","http://hdl.handle.net/2451/34236",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Nationalism and education -- India -- Maharashtra -- History||Women -- Education -- India -- Maharashtra -- History||Education -- Social aspects -- India -- Maharashtra -- History||Education -- Social aspects||Nationalism and education||Political and social views||Women -- Education","Educating women and non-Brahmins as 'loss of nationality': Bal Gangadhar Tilak and the nationalist agenda in Maharashtra"
"35079","2451/33605","Nair, Sreelekha",,"South Asia||India||Kerala||Rajasthan","2012-03","""Engineering has been associated with development ever since the origin of human civilization and it has always been included as an important agenda in the development discourse of the nation states especially in the context of their infrastructure growth. Participation in engineering by genders- numerically as well as qualitatively- is taken as an indicator of not just gender equality but as development of the society and the nation as well. Since the definition of infrastructure also has moved on from ‘hard’ objects like dams and bridges and so on to ‘light and soft’ things like computers -software and internet- engineers and engineering also underwent certain image changes. This image change is reflected in women being included as engineers in ‘a profession that has been dubbed as masculine’ (Carter and Kirkup 1990). Nevertheless images apart, are there substantial changes in the relationship between women and engineering? This is a fascinating question to explore considering that so little is studied on women engineers especially in India, situating them within the context of women’s status and their role in the national development. This study is trying to understand the trends and changed relationship in India, using the resources available from the engineering education field mainly in the states of Kerala and Rajasthan.""","http://www.cwds.ac.in/OCPaper/OccasionalPaper58.pdf","http://hdl.handle.net/2451/34238",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women's studies -- India||Women's studies -- India -- History||Engineering||Education||Gender equality","Women in Indian engineering: a preliminary analysis of data from the graduate level engineering education field in Kerala and Rajasthan"
"35081","2451/33605","Mazumdar, Indrani||N, Neetha",,"South Asia||India","2011-08","""This paper examines some of the explicit as well as not so explicit trends in relation to women’s employment in India from 1993-94 till 2009-10 and argues that they indicate a grave and continuing crisis in women’s employment under liberalization led growth. Trends in the distribution of male and female workers by employment status and broad industry for the same period are also outlined. The paper shows how specific attention to unpaid work in the NSS data can overturn standard assumptions regarding women’s employment, and indeed has relevance for more general discussions on employment growth in India. It argues that the time has come to constantly and explicitly make a clearer distinction between income earning/paid employment and unpaid work in the analysis of employment trends.""","http://www.cwds.ac.in/OCPaper/OcasionalPaper_56.pdf","http://hdl.handle.net/2451/34239",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Employment -- India||Labor supply -- India||Labor supply||Women -- Employment","Gender dimensions: employment trends in India, 1993-94 to 2009-10"
"35083","2451/33605","Qadeer, Imrana",,"South Asia||India","2010-11","""Egged on by Veenadi’s enormous enthusiasm, I had started working on Technology and Women’s Health which has now become a part of my research agenda. These two years I focused on the ethics and legislation of New Reproductive Technologies. The papers here are the assembled product of my work during the two years of my association with CWDS.""","http://www.cwds.ac.in/OCPaper/Monograph-Imrana.pdf","http://hdl.handle.net/2451/34240",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Human reproductive technology -- India||Health care reform -- India||Surrogate motherhood -- India||Right to health -- India||Health care reform||Human reproductive technology||Right to health||Surrogate motherhood","New reproductive technologies and health care in neo-liberal India: essays"
"35085","2451/33605","Arya, Sadhna",,"South Asia||India","2010","""The paper will discuss three things – the differing perceptions of women’s organizations and the government over the design of the NCW, the impact of the composition, power, autonomy and status of the NCW on its functioning, and the effectiveness of the functioning of the Commission through its handling of violence against women. The assessment raises certain questions. Located at the interstices of state and civil society, what are the possibilities of using this institution in a positive way? How should activists engage with it? And, as an institution that expresses the interests of the marginalized sections of society, to what extent has it been able to draw upon the experiences and knowledge of women’s movements at the local levels?""","http://www.cwds.ac.in/OCPaper/NCWsadhnaArya.pdf","http://hdl.handle.net/2451/34241",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Women -- Violence against -- India||Women's rights -- India||Women -- Government policy -- India||Women -- Government policy||Women -- Violence against||Women's rights","The national commission for women: assessing performance"
"35094","2451/33605","Nair, Sreelekha||Percot, Marie",,"South Asia||India","2007","""This paper discusses the case of Indian nurses who take up their profession as part of a family strategy, where planning for education and migration are intrinsic to the whole process. In effect, they migrate in a step-by-step phased manner: first within Indian states, mainly to metropolises, then to countries in the Persian Gulf, and further towards the West. It is not a simple, linear course of migration for them nor is it unique in any extraordinary way: yet their stories offer a terrain that is hitherto unexplored. The processes of migration start in the family milieu and involve considerations of job opportunities and information networks, working through precarious work contracts and unreliable middlemen. Meanwhile, their plans often include the life stages of marriage and motherhood. But anyhow, becoming a nurse in India today is in effect preparing to leave one’s homeland, if not forever, at least for long periods of time. The question of constant mobility and negotiation of boundaries within family and the outside world are, therefore, at the heart of the matter.""","http://www.cwds.ac.in/OCPaper/Transcending-sreelekha-ocpaper.pdf","http://hdl.handle.net/2451/34244",,"New Delhi","Centre for Women's Development Studies","NYU Libraries is providing access to these materials as a service to our scholarly community. We do not claim the copyright in these materials, nor can we give permission for their re-use. If you would like to request that we take down any of this material, please write to archive.help@nyu.edu with the following information: Provide the URL of the material that is the basis of your inquiry; Identify the material you have rights to; Provide your contact information, including name, address, telephone number, and e-mail address; Provide a statement of your good-faith belief that the material you identified is infringing of the material you have rights to.",,"Women's studies||Nurses -- India -- Economic conditions||Foreign workers, East Indian -- Foreign countries||Women migrant labor -- India||Migration||Economy||Health care","Transcending boundaries: Indian nurses in internal and international migration"
